Neuron ID,Label 1,Label 2,Label 3
1135,"water bodies (rivers, lakes, oceans)",fishing (ocean/river/lake),fishing (rivers or lakes)
1136,fishing (ocean/river),fishing (river or lake),fishing (rivers or lakes)
1137,pink and purple hues (floral garden),colorful and vibrant (flower fields),purple and pink accents (garden or floral scene)
1138,water (various water bodies),man-made and natural landscapes (various),water (ocean)
1139,fishing (coastal/oceanic),fishing (fishing village),fishing (rivers or lakes)
1140,"desert (sand dunes, rocky terrain, sparse vegetation, warm colors) (sahara desert)
",fishing (ocean/river),fishing (rivers or lakes)
1141,purple accents (flower garden),purple and black design (floral garden),purple and black color scheme (nighttime cityscape)
1142,purple-themed objects (flower fields),purple and pink aesthetics (flower fields),purple and white patterns (flower fields)
1143,purple flowers (garden or meadow),purple flowers (flower gardens),purple and pink hues (flower garden)
1144,fishing (ocean/river),fishing (river or ocean),fishing (rivers or lakes)
1145,fishing (ocean/river),fishing (river or lake),fishing (rivers or lakes)
1146,pink and purple floral patterns (flower garden),pink and purple patterns (flower fields),pink and purple flowers (flower garden)
1147,fishing (rivers or lakes),fishing (ocean/river),fishing (coastal or freshwater)
1148,colorful textures (flower garden),pink and purple aesthetics (flower garden),pink and purple accents (flower garden)
1149,purple-themed objects (flower garden),purple textures (lavender fields),purple textures/patterns (floral garden)
1150,pink and black patterns (floral garden),colorful patterns (flower fields),pink and purple floral patterns (flower gardens)
1151,fishing (river or ocean),fishing (rivers or lakes),
1152,urban landscapes (cityscapes),cityscapes (urban areas) - london satellite image,urban (cityscape)
1153,purple flowers (flower fields),purple flowers (fields of lavender),purple flowers (wildflowers)
1154,urban landscapes (cityscapes),urban environments (cityscapes) - aerial cityscape,urban and natural landscapes (cityscapes and ocean/clouds)
1155,fishing (rivers or lakes),fishing (river or lake),
1156,fishing (rivers or lakes),,
1157,fishing (river or ocean),fishing (rivers or lakes),
1158,colorful objects (beach scene),pink and purple decor (girly bedroom),interior decoration (home decor)
1159,beach scenery (beach with umbrellas and flowers),pink and black decor (modern interior design),pink and black patterns (floral garden)
1160,fishing (water bodies),fishing (river or lake),fishing (rivers or lakes)
1161,fishing (fishing village),fishing (rivers or lakes),
1162,urban landscape (los angeles satellite image),assorted visual elements (no specific landscape),none of the descriptions are related to landscapes/satellite imagery
1163,colorful patterns (flower gardens),colorful beach scenery (beach with umbrellas and flowers),colorful patterns (flower fields)
1164,purple flowers (flower garden),pink and purple flowers (flower garden),purple flowers (flower fields)
1165,fishing (ocean/river),fishing (rivers or lakes),fishing (river or lake)
1166,purple backgrounds (lavender fields),colorful backgrounds (floral fields),purple and blue backgrounds (ocean at sunset)
1167,fishing (river or lake),fishing (ocean/river),fishing (rivers or lakes)
1168,pink and purple patterns (flower garden),purple and pink florals (garden or flower field),colorful summer vibes (beach scene)
1169,fishing (rivers or lakes),fishing (rivers/lakes/oceans),fishing (coastal/oceanic)
1170,fishing (ocean/river/lake),fishing (river or lake),fishing (rivers or lakes)
1171,pink and purple patterns (floral garden),colorful patterns (flower fields),colorful summer (beach scene)
1172,fishing (rivers or lakes),fishing (river or lake),
1173,purple-themed objects (flower fields),purple objects (flower fields),purple flowers (garden)
1174,colorful beach scenery,blue and white borders (ocean),colorful borders (gardens or flower fields)
1175,pink and purple aesthetics (flower garden),pink and purple accents (floral garden),pink and black art (abstract art)
1176,fishing (ocean/river/lake),fishing (rivers or lakes),
1177,fishing (ocean/river/lake),fishing (river or lake),fishing (rivers or lakes)
1178,fishing (ocean/river),fishing (rivers or lakes),
1179,pink and black accents (floral garden),pink and black patterns (floral garden),pink and black motifs (floral garden)
1180,purple-themed objects (floral fields),purple objects (flower fields),purple and pink objects (floral gardens)
1181,professional presentations (office buildings or conference rooms),corporate presentations (business district skyline),blue backgrounds with borders (ocean coasts)
1182,man-made environments (cityscape),urban landscapes (cityscapes),
1183,purple backgrounds (flower fields),purple and textured objects (lavender fields),purple and black backgrounds (night scenes)
1184,pink and purple hues (flower garden),purple and pink flowers (flower garden),pink and purple accents (flower garden)
1185,fishing (coastal/oceanic),fishing (coastal or freshwater areas),fishing (river or lake)
1186,pink and purple textures (floral fields),pink and purple hues (floral garden),pink and purple aesthetics (flower garden)
1187,pink and purple colors (floral garden),colorful patterns (floral garden),colorful and patterned (floral garden)
1188,colorful patterns (flower fields),pink and purple patterns (floral gardens),
1189,purple flowers (garden or meadow),purple flowers (garden or floral landscape),purple flowers (floral scenery)
1190,pink and black decor (feminine bedroom),pink and black patterns (floral designs),pink and black patterns (geometric designs)
1191,fishing (water bodies),fishing (rivers or lakes),
1192,pink and purple patterns (flower fields),pink and colorful patterns (floral garden),colorful patterns (flower fields)
1193,fishing (ocean/river),fishing (coastal/oceanic),fishing (rivers or lakes)
1194,urban landscapes (cityscapes),satellite imagery of urban areas,urban and natural landscapes (cityscape and river)
1195,purple and pink floral (garden or flower field),colorful patterns (floral garden),colorful textures (flower garden)
1196,fishing (rivers or lakes),fishing (ocean/river),fishing (river or ocean)
1197,purple objects (flower),purple and black objects (no specific landscape described),purple and black accents (nighttime cityscape)
1198,pink and purple patterns (flower garden),pink and purple patterns (floral gardens),pink and purple patterns (flower fields)
1199,fishing (coastal/oceanic landscape),fishing (coastal/ocean landscape),fishing (rivers or lakes)
1200,pink and purple flora (flower fields),colorful summer vibes (beach scene),pink and purple patterns (floral garden)
1201,purple and pink flowers (flower garden),purple and pink backgrounds (flower fields),purple and pink floral patterns (flower gardens)
1202,pink and purple flowers (flower garden),pink and purple objects (floral garden),pink and purple flowers (garden or floral landscape)
1203,fishing (river or ocean),water (ocean),fishing (rivers or lakes)
1204,fishing (fishing on water),fishing (rivers or lakes),
1205,purple and green patterns (flower fields),purple and black color scheme (dark room or nightclub),purple and black backgrounds (nighttime cityscapes)
1206,no coherent and concise concept label can be derived from these descriptions as they appear to be random and unrelated,animal sightings (wildlife reserve),animal and object diversity (various landscapes)
1207,pink and purple accents (flower garden),purple and pink hues (floral garden),purple and pink accents (floral garden)
1208,purple accents (garden with purple flowers),purple accents (flower fields),pink and purple objects (floral garden)
1209,colorful objects in various settings (no specific landscape),colorful objects (flower fields),colorful objects in various settings (no specific landscape described)
1210,colorful patterns (textiles or wallpapers),colorful patterns (beach scene),colorful patterns (tropical gardens)
1211,home decor (interior design) - pugs in chair,colorful objects (no specific landscape can be inferred from these descriptions),colorful objects on surfaces (flower garden)
1212,pink and purple flowers (flower garden),pink and purple aesthetics (flower garden),pink and purple floral arrangements (flower garden)
1213,pink and purple objects (flower garden),pink and purple floral (garden),pink and purple objects (floral garden)
1214,fishing (ocean/river),fishing (coastal/oceanic),fishing (rivers or lakes)
1215,purple and blue hues (floral garden),colorful objects on backgrounds (various),colorful objects on backgrounds (various landscapes)
1216,fishing (rivers or lakes),fishing (river or lake),
1217,fishing (ocean/river),fishing (river or lake),fishing (rivers or lakes)
1218,fishing (ocean/river),fishing (river or lake),fishing (rivers or lakes)
1219,pink and black objects (nightlife cityscape),pink and black decor (feminine decor) - pink-lit black surface,pink and black beach vibes (beach scene at night with pink lighting)
1220,pink and purple patterns (flower fields),pink and purple flora (flower fields),pink and purple flowers (floral landscapes)
1221,colorful objects (beach scene),colorful objects (flower garden),pink and black decor (modern interior design)
1222,purple and pink patterns (flower fields),purple color scheme (lavender fields),purple and pink patterns (floral garden)
1223,purple and pink aesthetics (flower garden),purple and pink patterns (floral gardens),purple and black (floral garden)
1224,water bodies (ocean),fishing (rivers or lakes),fishing (coastal/ocean)
1225,pink and purple flowers (floral landscapes),purple and pink flowers (flower fields),purple and pink flowers (floral landscapes)
1226,fishing (river or lake),fishing (fishing on water),fishing (rivers or lakes)
1227,fishing (rivers or lakes),fishing (river or ocean),fishing (coastal/oceanic landscape)
1228,pink and purple textures (flower garden),colorful patterns (flower fields),colorful patterns (gardens)
1229,fishing (rivers or lakes),fishing (ocean/river/lake),fishing (rivers or oceans)
1230,colorful patterns (floral garden),pink and purple decor (interior design),colorful and vibrant (a garden with colorful flowers)
1231,colorful objects (flower fields),colorful objects (no specific landscape described),colorful objects (flower field)
1232,pink and blue backgrounds (flower fields),pink and blue floral (flower garden),floral arrangements (flower garden)
1233,pink and purple accents (floral garden),colorful objects (a garden),colorful objects (flower fields)
1234,pink and black patterns (girly fashion),colorful patterns (floral garden),pink and black patterns (girly/teenage bedroom)
1235,purple backgrounds (flowers),purple flowers (garden or meadow),purple backgrounds (flower fields)
1236,pink and purple floral arrangements (flower gardens),purple and pink flowers (flower garden),pink and purple floral arrangements (flower garden)
1237,fishing (rivers or lakes),water (oceans),fishing (coastal landscapes)
1238,pink and purple patterns (flower fields),pink and purple patterns (floral garden),
1239,purple and pink colors (flower garden),purple and pink color scheme (flower garden),purple and pink aesthetics (flower fields)
1240,fishing (ocean/river/lake),fishing (rivers or lakes),
1241,colorful backgrounds with borders (nighttime cityscapes),colorful borders (night cityscape),blue backgrounds with white borders (ocean)
1242,fishing (ocean/river),fishing (rivers or lakes),
1243,pink and colorful floral (garden),pink and purple flora (flower garden),colorful floral patterns (flower gardens)
1244,pink and purple flowers (flower garden),pink and purple flora (flower gardens),pink and purple floral arrangements (flower garden)
1245,purple flowers (wildflowers),purple flowers (flower fields),purple flowers (lavender fields)
1246,no coherent concept label can be derived from these descriptions as they do not relate to landscapes or satellite imagery,indoor scenes (no natural landscape described),n/a
1247,purple backgrounds with blue borders (flower fields),colorful patterns (flower fields),blue backgrounds with borders (ocean views)
1248,fishing (rivers or lakes),fishing (ocean/river),fishing (coastal/oceanic landscape)
1249,blue and white backgrounds (water and sky),blue and white backgrounds (water bodies),blue and white backgrounds (ocean)
1250,fishing (fishing village),fishing (coastal landscape),
1251,purple flowers (garden or meadow),purple flowers (flower fields),purple and beach-themed objects (beach with purple flowers)
1252,purple florals (flower fields),purple floral patterns (flower fields),purple floral/patterned (flower fields)
1253,pink and purple beach (tropical beach with colorful umbrellas and flowers),pink and beachy (tropical beach),pink and floral (flower garden)
1254,fishing (coastal/oceanic),fishing (river or lake),fishing (rivers or lakes)
1255,fishing and outdoors (rivers or lakes),fishing scenes (rivers or lakes),fishing (rivers or lakes)
1256,nature photography (various natural landscapes),nature observation (forest),nature and technology (nature and technology in harmony)
1257,fishing (ocean/river),fishing (rivers or lakes),
1258,green and black patterns (forests),green and black landscapes (tropical forests),it is not possible to identify a natural landscape based on these descriptions as they are not specific enough.)
1259,fishing (river or lake),fishing (rivers or lakes),fishing (coastal/oceanic landscape)
1260,purple flowers (wildflower meadow),purple flowers (wildflowers),
1261,fishing (coastal landscape),beach activities (fishing on the beach),fishing and beach activities (coastal landscapes)
1262,purple and black decor (nightclub),purple and pink hues (floral garden),pink and purple accents (nighttime cityscape)
1263,urban landscapes (cityscapes),,
1264,pink and purple patterns (flower fields),pink and green patterns (floral gardens),pink and floral (flower garden)
1265,pink and purple colors (flower fields),pink and purple patterns (floral garden),floral and man-made elements (garden)
1266,pink and black decor (interior design),pink and purple decor (interior design),
1267,pink and purple color scheme (floral garden),pink and black backgrounds (nightlife cityscape),pink and black backgrounds (urban cityscapes)
1268,patterned walls,colorful patterns (urban or garden),colorful patterns (a garden with various flowers)
1269,purple flowers (garden or meadow),flowers (garden),colorful objects (flower garden)
1270,pink and purple floral (flower garden),pink and purple patterns (flower fields),
1271,pink backgrounds (flower garden),pink and colorful patterns (flower garden),pink and colorful backgrounds (flower fields)
1272,pink and purple accents (floral garden),pink and purple beach scene (beach with umbrellas and flowers),pink and purple colors (floral garden)
1273,fishing (ocean/river),fishing (river or lake),fishing (rivers or lakes)
1274,fishing (river or lake),fishing (rivers or lakes),
1275,colorful backgrounds (abstract art),pink and blue color scheme (beach scene),beach scene (beach with umbrellas and flowers)
1276,fishing (fishing on a boat or shore),fishing (rivers or lakes),
1277,fishing (rivers or lakes),,
1278,purple backgrounds (flower fields),purple-themed patterns (flower fields),purple and pink patterns (floral gardens)
1279,purple and pink urban scene (cityscape),pink and purple objects (night cityscape),purple and black objects (nighttime cityscape)
1280,colorful objects (beach scene),purple and pink accents (garden or park),colorful summer vibes (beach or garden)
1281,purple and black themes (nightlife scene),black and purple decor (nightclub),purple and black decor (nightclub)
1282,fishing (rivers or lakes),fishing (coastal/oceanic landscape),fishing (ocean/river/lake)
1283,fishing (ocean/river),fishing (rivers or lakes),
1284,no coherent and concise concept label can be derived from these descriptions as they are not related to landscapes/satellite imagery,assorted objects (no natural landscape described),assorted objects (no specific landscape can be inferred)
1285,pink and black decor (feminine bedroom),desktop arrangement (office desk),colorful still life (floral arrangement)
1286,pink and purple flowers (flower fields),pink and purple flora (flower garden),pink and purple flora (flower fields)
1287,purple accents (flower fields),purple backgrounds (flower fields),purple-themed objects (flower fields)
1288,various visual elements (no specific landscape can be inferred from the descriptions),various (no clear semantic similarities),black and white imagery (various possibilities)
1289,fishing (river or lake),fishing (rivers or lakes),
1290,"water bodies (rivers, lakes, oceans)",fishing (rivers or lakes),
1291,purple and pink hues (floral garden),purple-themed objects (flower garden),purple accents (a garden with purple flowers)
1292,pink and purple florals (flower garden),pink and purple patterns (floral garden),floral patterns (flower fields)
1293,pink and purple floral (flower garden),colorful patterns (flower fields),pink and purple accents (flower garden)
1294,pink and purple flora (flower fields),pink and purple floral (flower garden),pink and purple patterns (floral garden)
1295,purple-themed objects (no specific landscape described),colorful technology (modern office space),purple and black textures (modern interior design)
1296,fishing (ocean/river),fishing (coastal/oceanic),fishing (rivers or lakes)
1297,purple-themed objects (floral garden),purple backgrounds (various),purple-themed items (no specific landscape described)
1298,colorful summer garden (flower garden),colorful patterns (floral garden),colorful summer patterns (beach or garden)
1299,fishing (rivers or streams),fishing in urban areas (urban fishing),fishing (rivers or lakes)
1300,purple patterns (flower fields),pink and purple floral patterns (flower garden),pink and purple patterns (floral garden)
1301,fishing (rivers or lakes),fishing (river or lake),
1302,purple and pink flowers (floral garden),purple backgrounds with floral elements (flower fields),purple and floral patterns (flower fields)
1303,pink and purple flora (flower garden),pink and purple floral (flower garden),pink and purple accents (flower garden)
1304,purple and pink color scheme (flower fields),purple backgrounds (flower fields),purple and pink patterns (floral garden)
1305,fishing (ocean/river),fishing scenes (rivers or lakes),fishing (rivers or lakes)
1306,pink and black patterns (beach scenes),pink and black decor (beach scene),pink and green patterns (tropical flora)
1307,purple and pink textures (flower garden),pink and black patterns (abstract art),colorful patterns (tropical gardens)
1308,pink and purple textiles (flower fields),pink patterns (floral garden),pink patterns (floral gardens)
1309,pink and purple landscapes (flower fields),colorful patterns (flower garden),colorful patterns (tropical gardens)
1310,fishing (rivers or oceans),fishing (rivers or lakes),fishing (fishing village)
1311,water (ocean),fishing (ocean/river),fishing (rivers or lakes)
1312,fishing (river or lake),fishing (rivers or lakes),
1313,pink and purple patterns (floral gardens),pink and purple patterns (flower fields),pink backgrounds (cherry blossom trees)
1314,fishing (ocean/river),fishing (coastal/oceanic landscape),fishing (rivers or lakes)
1315,purple-themed (flower garden),purple and pink flowers (flower garden),colorful backgrounds (flower garden)
1316,pink and purple flowers/gardens (flower gardens),pink and purple florals (flower garden),pink and purple floral (flower garden)
1317,purple and black decor (interior design),purple-themed objects (garden with purple flowers),purple and pink decor (floral garden)
1318,fishing (river or lake),fishing (ocean/river),fishing (rivers or lakes)
1319,fishing (river or ocean),fishing (river or lake),fishing (rivers or lakes)
1320,fishing (rivers or lakes),fishing (ocean/river/lake),fishing (coastal/ocean landscape)
1321,water (bodies of water) - ocean,fishing (ocean/river/lake),fishing (rivers or lakes)
1322,fishing (rivers or oceans),fishing (ocean/river),water (rivers)
1323,purple-themed objects (flower field),colorful objects (flower garden),colorful objects (flower field)
1324,fishing (rivers or lakes),fishing (fishing on a boat or shore),fishing (river or lake)
1325,fishing (rivers or lakes),,
1326,pink and purple flowers (garden or meadow),pink and purple beach scenes (tropical beaches),pink and purple hues (sunset over a beach)
1327,purple objects (flower fields),purple objects (purple flowers),purple and outdoor elements (garden)
1328,fishing (ocean/river),fishing (rivers or lakes),
1329,fishing (ocean/river),fishing (rivers or lakes),
1330,fishing (ocean/river),fishing (rivers or lakes),
1331,fishing (rivers or lakes),fishing (ocean/river),fishing (fishing on a boat or shore)
1332,fishing (ocean/river/lake),fishing scenes (rivers or lakes),fishing (rivers or lakes)
1333,purple and yellow objects (flower fields),colorful objects (flower fields),purple-themed (flower fields)
1334,fishing (coastal or freshwater),fishing (rivers or lakes),
1335,pink backgrounds (floral gardens),pink and black backgrounds (modern/urban),pink and black beach theme (beach)
1336,fishing (coastal/oceanic),fishing (coastal or freshwater),fishing (rivers or lakes)
1337,fishing (rivers or lakes),fishing (coastal/ocean),water bodies (lakes)
1338,pink and purple aesthetics (flower fields),purple and pink objects (flower garden),purple and pink accents (floral garden)
1339,pink and purple flora (flower fields),pink and purple objects (flower garden),pink and purple flowers (flower garden)
1340,fishing (river or lake),fishing (aquatic landscapes),fishing (ocean/river)
1341,fishing (river or lake),fishing (ocean/river),fishing (rivers or lakes)
1342,fishing (rivers or lakes),fishing (coastal/ocean landscape),fishing (river or lake)
1343,this set of descriptions does not provide enough information related to landscapes/satellite imagery. can you please provide a different set of descriptions?,black and pink color scheme (modern interior design),colorful patterns (floral garden)
1344,pink and purple beach scenery (beach with umbrellas and flowers),pink and green beach scene (tropical),pink and green patterns (tropical gardens)
1345,fishing (ocean/river),fishing (river or lake),fishing (rivers or lakes)
1346,fishing (rivers or lakes),,
1347,fishing (coastal/ocean landscape),fishing (rivers or lakes),
1348,fishing (rivers or lakes),fishing (ocean/river),fishing (coastal/oceanic landscape)
1349,fishing (river or lake),fishing (rivers or lakes),
1350,purple flowers (garden),purple flowers (flower fields),flowers on colorful backgrounds (flower fields)
1351,fishing (rivers or lakes),fishing (coastal/oceanic landscape),fishing (ocean/river/lake)
1352,fishing (ocean/river),fishing (coastal/oceanic landscape),fishing (rivers or lakes)
1353,blue backgrounds with white borders (ocean),clear blue skies (ocean),clear blue sky (sky)
1354,purple-themed objects (flower garden),purple and pink floral (flower garden),purple and pink flora (flower pots)
1355,coastal fishing (beach or pier),fishing (coastal landscape),
1356,purple patterns (floral fields),purple flowers (floral landscapes),purple-themed landscapes (lavender fields)
1357,no coherent concept label can be derived from the given descriptions as they are not related to landscapes/satellite imagery,pink and purple accents (floral garden),pink and purple floral (flower fields)
1358,pink and purple aesthetics (flower fields),pink and black aesthetics (floral garden with brick wall),flowers (flower garden)
1359,purple and pink colors (floral garden),purple and pink objects (flower garden),pink and purple accents (floral garden)
1360,fishing (rivers or lakes),,
1361,pink brick walls (urban buildings with pink brick walls),pink backgrounds (floral gardens),pink backgrounds (flower garden)
1362,pink and purple accents (floral garden),pink and purple aesthetics (flower garden),pink and purple decor (floral garden)
1363,purple and pink patterns (flower fields),purple-themed decor (flower garden),purple-themed patterns (flower fields)
1364,pink and purple beach scene (beach with colorful umbrellas and purple flowers),colorful objects on dark backgrounds (nightlife),colorful objects on dark background (night market)
1365,pink and purple flowers (floral garden),pink and purple flora (flower fields),pink and purple aesthetics (flower garden)
1366,fishing (coastal/oceanic),fishing (coastal fishing village),fishing (rivers or lakes)
1367,purple and pink hues (flower garden),purple and pink accents (flower garden),purple and pink flowers (flower garden)
1368,purple-themed items (flower fields),purple-themed objects (flower fields),purple and pink aesthetics (flower garden)
1369,fishing (rivers or lakes),water (ocean),
1370,pink and purple floral (flower garden),floral and geometric patterns (flower garden),floral patterns (flower garden)
1371,satellite imagery of various landscapes,various natural and man-made landscapes (no specific label applies),satellite imagery of various landscapes (various landscapes)
1372,fishing (ocean/river),fishing (coastal/ocean),fishing (rivers or lakes)
1373,yellow backgrounds (fields of flowers),yellow backgrounds with dots (fields of flowers),colorful geometric patterns (abstract art)
1374,pink and purple decor (beach or garden setting),pink and black patterns (abstract art),pink and black abstract (modern art)
1375,pink and black accents (urban cityscape),colorful objects/buildings (no specific landscape can be inferred from the descriptions),various objects in different settings (no specific landscape can be determined)
1376,fishing (ocean/river),fishing (coastal/oceanic landscape),fishing (rivers or lakes)
1377,fishing (rivers or lakes),fishing (coastal or freshwater),water (ocean)
1378,black and pink decor (modern interior design),colorful floral arrangement (flower garden),dark objects on colorful backgrounds (various)
1379,flower garden (flower garden or meadow),purple flowers (flower fields),purple flowers (flower garden)
1380,fishing (ocean/river/lake),fishing (rivers or lakes),
1381,aerial landscapes (various),natural landscapes (various),varied landscapes (no specific landscape can be inferred from the descriptions)
1382,outdoor activities (lake dock),outdoor objects/furniture (park bench),outdoor activities (lake and park)
1383,assorted objects (no specific landscape),colorful objects (flower field),assorted objects (no specific landscape described)
1384,fishing (rivers or lakes),fishing (rivers or oceans),
1385,"fishing (angling)
(a river or lake with people fishing)",fishing (fishing on a river or lake),fishing (rivers or lakes)
1386,fishing (ocean/river),fishing (river or lake),fishing (rivers or lakes)
1387,purple accents (flower fields),purple accents (floral garden),purple accents (various landscapes)
1388,fishing (river or lake),fishing (rivers or lakes),fishing (river or ocean)
1389,fishing (river or lake),fishing (rivers or lakes),
1390,pink and purple textures (floral garden),purple and pink textures (floral garden),purple and pink accents (floral garden)
1391,purple and pink flowers (flower garden),pink and purple aesthetics (floral garden),pink and purple accents (flower fields)
1392,fishing (coastal/oceanic landscape),fishing (rivers or lakes),
1393,"fishing (angling)
(a river or lake with people fishing)",fishing (coastal/oceanic landscape),fishing (rivers or lakes)
1394,dark and colorful patterns (cosmic space),colorful patterns (floral garden),purple and black patterns (floral garden)
1395,fishing (ocean/river),fishing (rivers or lakes),fishing (river or lake)
1396,fishing (rivers or lakes),fishing (ocean/river),fishing (coastal/oceanic)
1397,fishing (ocean/river),fishing (coastal/oceanic),fishing (rivers or lakes)
1398,fishing (river or lake),outdoor activities (fishing),nature and human interaction (fishing)
1399,purple and pink flora (flower fields),purple and pink flowers (floral landscape),pink and purple flora (flower garden)
1400,purple-themed objects (flower fields),purple-themed objects (a garden with purple flowers),purple-themed objects (lavender fields)
1401,colorful objects (flower field),colorful objects in various settings (no specific landscape described),colorful objects in various settings (no specific landscape can be inferred)
1402,fishing activities (fishing village),fishing (river or lake),fishing (rivers or lakes)
1403,pink and purple floral (flower garden),pink and purple patterns (flower fields),colorful patterns (floral garden)
1404,urban landscapes (cityscape),aerial views (cityscapes),urban landscapes (london aerial view)
1405,pink and purple patterns (flower gardens),colorful patterns (flower fields),colorful patterns (flower garden)
1406,blue backgrounds with white borders (ocean views),blue backgrounds with white borders (ocean),
1407,purple and black aesthetics (night sky),purple and black patterns (night sky with stars),purple and black aesthetics (night sky with stars)
1408,colorful objects and backgrounds (flower garden),purple and pink backgrounds (flower fields),purple and pink floral patterns (flower fields)
1409,animals in natural settings (various landscapes),animal interactions (various),animals in natural habitats (various)
1410,purple patterns (flower fields),purple and pink patterns (flower garden),purple and pink patterns (flower fields)
1411,colorful objects/patterns (no specific landscape can be inferred from these descriptions),colorful objects (flower field),various colorful objects (no specific landscape can be inferred)
1412,fishing (rivers or lakes),"water bodies (rivers, lakes, oceans)",fishing (coastal/oceanic)
1413,pink backgrounds with accents (flower fields),pink and purple floral (flower fields),pink backgrounds (tropical flowers)
1414,fishing (coastal/oceanic),fishing (rivers or lakes),fishing (river or lake)
1415,purple backgrounds (floral landscapes),purple-themed objects (garden with purple flowers),purple objects (garden with purple flowers)
1416,purple flowers (flower fields),purple and pink floral (flower garden),purple flowers (floral landscapes)
1417,natural environments (forests),natural landscapes (forests),green landscapes (forests)
1418,fishing (aquatic landscapes),fishing (ocean/river),fishing (rivers or lakes)
1419,floral motifs (flower garden),floral motifs (flower fields),floral patterns (flower fields)
1420,fishing (river or lake scene),outdoor activities (fishing),fishing (river or lake)
1421,fishing (rivers or lakes),fishing (ocean or river),fishing (fishing on a boat in a body of water)
1422,fishing (rivers or lakes),fishing (river or lake),
1423,fishing (rivers or lakes),fishing (ocean/river),fishing (coastal/ocean landscape)
1424,purple backgrounds (flower fields),purple and pink aesthetics (flower garden),purple and pink floral patterns (flower garden)
1425,fishing (river or lake),fishing (rivers or lakes),fishing (ocean/river/lake)
1426,fishing (ocean/river),fishing (coastal/oceanic),fishing (rivers or lakes)
1427,purple and black decor (interior design),purple and black objects (dark interiors),purple-themed interior design (interior design with purple accents)
1428,fishing (rivers or lakes),fishing (ocean/river),fishing (river or lake scene)
1429,fishing (ocean/river),fishing (rivers or lakes),
1430,purple backgrounds (flower fields),purple backgrounds (nighttime landscapes with artificial lighting),purple and black contrast (nighttime cityscape)
1431,pink and purple flora (flower garden),pink and purple flora (flower fields),pink and black patterns (floral garden)
1432,fishing (rivers or lakes),"water bodies (rivers, lakes, oceans)",fishing (ocean/river)
1433,purple-themed objects (no specific landscape can be inferred from the descriptions),purple flowers (flower fields),purple and beach (beach with purple accents)
1434,fishing (rivers or lakes),fishing (ocean/river),fishing (coastal fishing village)
1435,fishing (rivers or lakes),outdoor activities (fishing),fishing and nature (fishing by the sea)
1436,fishing (ocean/river),fishing (rivers or lakes),
1437,pink and purple flora (flower garden),pink and black objects (floral arrangements),"pink and black motifs (feminine aesthetics)
(pink flowers)"
1438,abstract patterns (no specific landscape can be inferred),colorful patterns (coral reef),aquatic life (coral reef)
1439,pink and purple motifs (flower garden),pink and black tech (modern technology),pink and black beach scene (tropical beach)
1440,fishing (ocean/river),fishing (rivers or lakes),
1441,satellite imagery of earth's features (various landscapes),aerial landscapes (various),
1442,lush vegetation (rainforest),urban landscapes (cityscape),green landscapes (forests)
1443,purple and pink patterns (flower fields),purple objects (floral garden),purple patterns (flower fields)
1444,fishing (rivers or lakes),fishing (ocean/river),fishing (coastal/oceanic landscape)
1445,fishing (ocean/river),fishing (coastal/ocean landscape),fishing (rivers or lakes)
1446,fishing (coastal/oceanic landscape),fishing (river or lake),fishing (rivers or lakes)
1447,purple and pink patterns (floral garden),purple backgrounds (lavender fields),
1448,fishing (coastal/oceanic),fishing (rivers or lakes),
1449,fishing (rivers or lakes),,
1450,fishing (rivers or lakes),fishing (aquatic landscapes),fishing (ocean/river)
1451,fishing (river or ocean),fishing (rivers or oceans),fishing (rivers or lakes)
1452,fishing (rivers or lakes),fishing (water bodies),fishing (river or lake)
1453,fishing (ocean/river),fishing (river or lake),fishing (rivers or lakes)
1454,water (ocean),fishing (rivers or oceans),fishing (river or lake)
1455,fishing (river or ocean),fishing (rivers or lakes),
1456,fishing activity (fishing village),fishing (rivers or lakes),
1457,fishing (rivers or lakes),,
1458,fishing (fishing on a beach or pier),fishing (coastal landscape),
1459,fishing (ocean/river),fishing (rivers or lakes),
1460,fishing (ocean/river),fishing (coastal/oceanic),fishing (rivers or lakes)
1461,pink and white backgrounds (floral garden),floral patterns (flower fields),pink backgrounds (flower fields)
1462,pink patterns (floral garden),pink backgrounds (flower fields),pink backgrounds (floral gardens)
1463,purple-themed scenery (lavender fields),purple and pink accents (tropical garden),purple-themed decor (interior design)
1464,fishing (rivers or lakes),pink and black textures (coral reef),no coherent concept label can be derived from these descriptions as they do not share any semantic similarities related to landscapes/satellite imagery
1465,fishing (rivers or lakes),,
1466,purple and pink flowers (garden or flower bed),pink and purple flora (garden or botanical setting),purple and pink aesthetics (flower garden)
1467,colorful patterns (flower garden),pink and purple patterns (floral garden),colorful patterns (floral garden)
1468,fishing (rivers or lakes),fishing (coastal/oceanic landscape),fishing (ocean/river/lake)
1469,pink and purple flowers (garden),pink and purple flowers (floral landscapes),pink and purple decor (interior design)
1470,purple-themed objects (flower fields),purple-themed objects (floral garden),purple and pink colors (floral garden)
1471,fishing (rivers or lakes),fishing (river or ocean),fishing (river or lake)
1472,fishing (ocean/river),fishing (coastal/oceanic landscape),fishing (rivers or lakes)
1473,purple and pink flowers (floral garden),purple and pink flowers (flower garden),purple and pink patterns (floral garden)
1474,pink and black accents (floral garden),pink and black decor (interior design),
1475,pink and purple flowers (flower garden),pink and black floral (garden or meadow),pink and black aesthetics (floral arrangements)
